symbol,name,industry,sector,market_cap,exchange
CHOWGULSTM,Chowgule Steamships Limited,Unknown,Unknown,964351104,BSE
GLOBOFFS,Global Offshore Services Limited,Unknown,Unknown,2207787264,BSE
DHENUBUILD,Dhenu Buildcon Infra Limited,Unknown,Unknown,109068000,BSE
ASIIL,Unknown,Unknown,Unknown,0,BSE
SAGCEM,Sagar Cements Limited,Building Materials,Basic Materials,30579136512,BSE
HEMACEM,Unknown,Unknown,Unknown,0,BSE
DECCANCE,Deccan Cements Limited,Building Materials,Basic Materials,8798811136,BSE
MANGLMCEM,Mangalam Cement Limited,Building Materials,Basic Materials,25341511680,BSE
NCLIND,NCL Industries Limited,Building Materials,Basic Materials,9668510720,BSE
SAURASHCEM,Saurashtra Cement Limited,Building Materials,Basic Materials,13695426560,BSE
SHREDIGCEM,Shree Digvijay Cement Company Limited,Building Materials,Basic Materials,14154020864,BSE
BORORENEW,Borosil Renewables Limited,Building Materials,Basic Materials,63980597248,BSE
LERTHAI,Unknown,Unknown,Unknown,0,BSE
TRIVENIGQ,Triveni Glass Limited,Unknown,Unknown,250368896,BSE
NILACHAL,Nilachal Refractories Limited,Unknown,Unknown,969202624,BSE
ANDHRAPAP,Andhra Paper Limited,Paper & Paper Products,Basic Materials,20869306368,BSE
BALKRISIND,Balkrishna Industries Limited,Auto Parts,Consumer Cyclical,592506912768,BSE
ORIENTPPR,Orient Paper & Industries Limited,Paper & Paper Products,Basic Materials,10114906112,BSE
CITADEL,Citadel Realty and Developers Limited,Unknown,Unknown,413393440,BSE
ROLLT,Rollatainers Limited,Conglomerates,Industrials,570296384,BSE
SESHAPAPER,Seshasayee Paper and Boards Limited,Paper & Paper Products,Basic Materials,21405313024,BSE
NATHIND,Unknown,Unknown,Unknown,0,BSE
VAPIENTER,Unknown,Unknown,Unknown,0,BSE
DCM,DCM Limited,Metal Fabrication,Industrials,1719282304,BSE
ZGAEKWAR,Unknown,Unknown,Unknown,0,BSE
FORBESCO,Forbes & Company Limited,Unknown,Unknown,9016121344,BSE
HPCOTTON,H.P. Cotton Textile Mills Limited,Unknown,Unknown,568833024,BSE
UNITEDINT,United Interactive Limited,Unknown,Unknown,195825440,BSE
JAMSHRI,Jamshri Realty Limited,Unknown,Unknown,13173046,BSE
KATRSPG,Katare Spinning Mills Limited,Unknown,Unknown,0,BSE
KESORAMIND,Kesoram Industries Limited,Building Materials,Basic Materials,69650866176,BSE
LAKSHMIMIL,The Lakshmi Mills Company Limited,Unknown,Unknown,4775542272,BSE
VTL,Vardhman Textiles Limited,Textile Manufacturing,Consumer Cyclical,135709827072,BSE
PENINLAND,Peninsula Land Limited,Real Estate - Development,Real Estate,17408573440,BSE
PASUSPG,Pasupati Spinning & Weaving Mills Limited,Unknown,Unknown,0,BSE
PHOENIXLTD,The Phoenix Mills Limited,Real Estate - Diversified,Real Estate,626179440640,BSE
MARATHON,Marathon Nextgen Realty Limited,Real Estate - Development,Real Estate,35085230080,BSE
RAJABAH,Raja Bahadur International Limited,Unknown,Unknown,1902812544,BSE
RELCHEMQ,Reliance Chemotex Industries Limited,Textile Manufacturing,Consumer Cyclical,1710879488,BSE
RUBYMILLS,The Ruby Mills Limited,Textile Manufacturing,Consumer Cyclical,9697599488,BSE
SIMPLXREA,Simplex Realty Limited,Unknown,Unknown,652120832,BSE
SWANENERGY,Swan Energy Limited,Conglomerates,Industrials,177933877248,BSE
VICTMILL,The Victoria Mills Limited,Unknown,Unknown,835271360,BSE
ZSVTRADI,Unknown,Unknown,Unknown,0,BSE
ZSVARAJT,Svaraj Trading and Agencies Limited,Unknown,Unknown,152515008,BSE
KSHITIJ,Unknown,Unknown,Unknown,0,BSE
SALSAIN,Unknown,Unknown,Unknown,0,BSE
INDSOYA,Unknown,Unknown,Unknown,0,BSE
ZODIACVEN,Zodiac Ventures Limited,Unknown,Unknown,568672512,BSE
VEERENRGY,Veer Energy & Infrastructure Limited,Unknown,Unknown,271854112,BSE
SW1,SW Investments Limited,Unknown,Unknown,0,BSE
TILAK,Tilak Ventures Limited,Unknown,Unknown,621843200,BSE
UNIJOLL,Unknown,Unknown,Unknown,0,BSE
WAGEND,Wagend Infra Venture Limited,Unknown,Unknown,62676252,BSE
ELCIDIN,Unknown,Unknown,Unknown,0,BSE
MEDIAONE,Unknown,Unknown,Unknown,0,BSE
HEALINV,Unknown,Unknown,Unknown,0,BSE
SHRENTI,Unknown,Unknown,Unknown,0,BSE
BANSWRAS,Banswara Syntex Limited,Textile Manufacturing,Consumer Cyclical,4761685504,BSE
MODWOOL,Modella Woollens Limited,Unknown,Unknown,62335000,BSE
MODIPON,Modipon Limited,Unknown,Unknown,623521088,BSE
SHRIDINE,Shri Dinesh Mills Limited,Unknown,Unknown,2518020864,BSE
SRF,SRF Limited,Specialty Chemicals,Basic Materials,735919472640,BSE
SIYSIL,Siyaram Silk Mills Limited,Textile Manufacturing,Consumer Cyclical,21847971840,BSE
SWADPOL,Swadeshi Polytex Limited,Unknown,Unknown,4586399744,BSE
SHRAJSYNQ,Shree Rajasthan Syntex Limited,Unknown,Unknown,0,BSE
SHRMFGC,Unknown,Unknown,Unknown,0,BSE
ZSATYASL,Unknown,Unknown,Unknown,0,BSE
BBL,Bharat Bijlee Limited,Electrical Equipment & Parts,Industrials,52697313280,BSE
ELPROINTL,Elpro International Limited,Unknown,Unknown,24811724800,BSE
GEE,GEE Limited,Unknown,Unknown,4284557056,BSE
HIRECT,Hind Rectifiers Limited,Electrical Equipment & Parts,Industrials,15341848576,BSE
NIPPOBATRY,Indo National Limited,Electrical Equipment & Parts,Industrials,4279875072,BSE
ZENSARTECH,Zensar Technologies Limited,Information Technology Services,Technology,154208124928,BSE
JYOTI,Jyoti Limited,Unknown,Unknown,2333507328,BSE
JSLINDL,JSL Industries Limited,Unknown,Unknown,2478978816,BSE
KAYCEEI,Kaycee Industries Limited,Unknown,Unknown,270601184,BSE
INDOKEM,Indokem Limited,Unknown,Unknown,1976211712,BSE
PANAENERG,Panasonic Energy India Co. Ltd.,Unknown,Unknown,3674249984,BSE
NELCO,Nelco Limited,Communication Equipment,Technology,23816704000,BSE
PERMAGN,Permanent Magnets Limited,Unknown,Unknown,8320290304,BSE
HIGHENE,High Energy Batteries (India) Limited,Unknown,Unknown,1245706240,BSE
STDBAT,The Standard Batteries Limited,Unknown,Unknown,444199200,BSE
UNIVCABLES,Universal Cables Limited,Electrical Equipment & Parts,Industrials,23232038912,BSE
WSI,Unknown,Electrical Equipment & Parts,Industrials,9269851136,BSE
DLTNCBL,Delton Cables Limited,Unknown,Unknown,5400000000,BSE
LAKSELEC,Lakshmi Electrical Control Systems Limited,Unknown,Unknown,3426206208,BSE
MODULEX,Unknown,Unknown,Unknown,0,BSE
DELTAMAGNT,Delta Manufacturing Limited,Specialty Industrial Machinery,Industrials,1044526912,BSE
LONGSPUR,Unknown,Unknown,Unknown,0,BSE
RELTD,Ravindra Energy Limited,Solar,Technology,20373784576,BSE
RRP,Unknown,Unknown,Unknown,0,BSE
EMPOWER,Empower India Limited,Unknown,Unknown,2571998208,BSE
ZMULTIPU,Multipurpose Trading and Agencies Limited,Unknown,Unknown,60142500,BSE
RIDHISYN,Unknown,Unknown,Unknown,0,BSE
GRANDMA,Unknown,Unknown,Unknown,0,BSE
SOFTBPO,Unknown,Unknown,Unknown,0,BSE
NYSSACORP,Nyssa Corporation Limited,Unknown,Unknown,507300000,BSE
FLOMIC,Unknown,Unknown,Unknown,0,BSE
KRISHNA,Krishna Ventures Limited,Unknown,Unknown,893267968,BSE
GANHOLD,Unknown,Unknown,Unknown,0,BSE
UNIABEXAL,Uni Abex Alloy Products Limited,Unknown,Unknown,6521548800,BSE
SARDAEN,Sarda Energy & Minerals Limited,Steel,Basic Materials,158976688128,BSE
BGWTATO,Bhagwati Autocast Limited,Unknown,Unknown,1494784896,BSE
BOMBWIR,Bombay Wire Ropes Ltd,Unknown,Unknown,0,BSE
AZADIND,Unknown,Unknown,Unknown,0,BSE
INDIANHUME,The Indian Hume Pipe Company Limited,Engineering & Construction,Industrials,25882568704,BSE
INVPRECQ,Investment & Precision Castings Limited,Unknown,Unknown,4936000000,BSE
INFORTEC,Informed Technologies India Limited,Unknown,Unknown,375427456,BSE
KAIRA,Kaira Can Company Limited,Unknown,Unknown,1779716736,BSE
ORIENTCER,Orient Ceratech Limited,Specialty Chemicals,Basic Materials,6174568960,BSE
NATIONSTD,National Standard (India) Limited,Unknown,Unknown,88635998208,BSE
RATHIST,Rathi Steel And Power Limited,Unknown,Unknown,0,BSE
DUNCANENG,Duncan Engineering Limited,Unknown,Unknown,2388909568,BSE
SANDUMA,The Sandur Manganese & Iron Ores Limited,Steel,Basic Materials,80547602432,BSE
STOVACQ,Stovec Industries Limited,Unknown,Unknown,7229247488,BSE
TATAYODOGA,Tayo Rolls Limited,Unknown,Unknown,954468864,BSE
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Credit Services,Financial Services,393402187776,BSE
ZWELCAST,Welcast Steels Limited,Unknown,Unknown,867867008,BSE
WMINIMT,Unknown,Unknown,Unknown,0,BSE
AUTOAXLES,Automotive Axles Limited,Auto Parts,Consumer Cyclical,28757379072,BSE
AUTOPRD,Unknown,Unknown,Unknown,0,BSE
ACGL,Automobile Corporation of Goa Limited,Unknown,Unknown,16206689280,BSE
SETCO,Setco Automotive Limited,Auto Parts,Consumer Cyclical,1622593664,BSE
INRADIA,Unknown,Unknown,Unknown,0,BSE
TALBROAUTO,Talbros Automotive Components Limited,Auto Parts,Consumer Cyclical,20472156160,BSE
ZFSTEERING,ZF Steering Gear (India) Limited,Unknown,Unknown,14413844480,BSE
SMLISUZU,SML Isuzu Limited,Auto Manufacturers,Consumer Cyclical,28012675072,BSE
TIL,TIL Limited,Farm & Heavy Construction Machinery,Industrials,21992013824,BSE
EICHERMOT,Eicher Motors Limited,Auto Manufacturers,Consumer Cyclical,1362809716736,BSE
JAINEX,Jainex Aamcol Limited,Unknown,Unknown,0,BSE
ALFREDHE,Alfred Herbert (India) Limited,Unknown,Unknown,1227420672,BSE
VELJAN,Veljan Denison Limited,Unknown,Unknown,3577499904,BSE
DYNAMATECH,Dynamatic Technologies Limited,Auto Parts,Consumer Cyclical,55119667200,BSE
GGDPROP,Unknown,Unknown,Unknown,0,BSE
GMMPFAUDLR,Unknown,Specialty Industrial Machinery,Industrials,64059514880,BSE
KIRLPNU,Kirloskar Pneumatic Company Limited,Specialty Industrial Machinery,Industrials,85937414144,BSE
TULIVE,Tulive Developers Limited,Unknown,Unknown,0,BSE
KPT,Unknown,Unknown,Unknown,0,BSE
LXMIATO,Lakshmi Automatic Loom Works Limited,Unknown,Unknown,19360313344,BSE
MANUGRAPH,Manugraph India Limited,Specialty Industrial Machinery,Industrials,745474112,BSE
HARSHILAGR,Unknown,Unknown,Unknown,0,BSE
MONOT,Monotype India Limited,Unknown,Unknown,0,BSE
NESCO,Nesco Limited,Conglomerates,Industrials,66581176320,BSE
INTEGRAEN,Integra Engineering India Limited,Unknown,Unknown,8612667392,BSE
SEMAC,Semac Consultants Limited,Farm & Heavy Construction Machinery,Industrials,1281980928,BSE
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Real Estate Services,Real Estate,15558836224,BSE
WENDT,Wendt (India) Limited,Tools & Accessories,Industrials,28743999488,BSE
PSITINFRA,Unknown,Unknown,Unknown,0,BSE
SINDUVA,Unknown,Unknown,Unknown,0,BSE
RESPONIND,Responsive Industries Limited,Specialty Chemicals,Basic Materials,73010872320,BSE
SHYMINV,Shyamkamal Investments Limited,Unknown,Unknown,97490400,BSE
ZHEMHOLD,Unknown,Unknown,Unknown,0,BSE
MAHACORP,Maharashtra Corporation Limited,Unknown,Unknown,110973056,BSE
DOLATALGO,Dolat Algotech Limited,Capital Markets,Financial Services,25361600512,BSE
WESTLIFE,Westlife Foodworld Limited,Restaurants,Consumer Cyclical,140582436864,BSE
ZEEL,Zee Entertainment Enterprises Limited,Broadcasting,Communication Services,134578388992,BSE
ZKOVALIN,Unknown,Unknown,Unknown,0,BSE
SVPGLOB,SVP Global Textiles Limited,Textile Manufacturing,Consumer Cyclical,885500032,BSE
MULTIIN,Unknown,Unknown,Unknown,0,BSE
SKYLMILAR,Skyline Millars Limited,Unknown,Unknown,827814016,BSE
BIMETAL,Bimetal Bearings Limited,Unknown,Unknown,2868750080,BSE
TAPARIA,Unknown,Unknown,Unknown,0,BSE
BHARATGEAR,Bharat Gears Limited,Auto Parts,Consumer Cyclical,1612285440,BSE
BRADYM,Brady & Morris Engineering Company Limited,Unknown,Unknown,4470412288,BSE
LATIMMETAL,La Tim Metal & Industries Limited,Unknown,Unknown,151988896,BSE
ELECON,Elecon Engineering Company Limited,Specialty Industrial Machinery,Industrials,156047769600,BSE
GRAUWEIL,Grauer & Weil (India) Limited,Specialty Chemicals,Basic Materials,52595675136,BSE
HIMTEK,Unknown,Unknown,Unknown,0,BSE
GABRIEL,Gabriel India Limited,Auto Parts,Consumer Cyclical,74493771776,BSE
HERCULES,Hercules Hoists Limited,Specialty Industrial Machinery,Industrials,19881598976,BSE
AQFINTECH,Unknown,Unknown,Unknown,0,BSE
IFBIND,IFB Industries Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,74763264000,BSE
SINGER,Singer India Limited,Unknown,Unknown,4596989952,BSE
INTLCOMBQ,International Combustion (India) Limited,Unknown,Unknown,3114893568,BSE
FMGOETZE,Federal-Mogul Goetze (India) Limited,Auto Parts,Consumer Cyclical,24269504512,BSE
JOSTS,Jost's Engineering Company Limited,Unknown,Unknown,1018230848,BSE
SCHAEFFLER,Schaeffler India Limited,Auto Parts,Consumer Cyclical,614415925248,BSE
RANEHOLDIN,Rane Holdings Limited,Auto Parts,Consumer Cyclical,28881133568,BSE
ROLCOEN,Rolcon Engineering Company Limited,Unknown,Unknown,0,BSE
SNL,SNL Bearings Limited,Unknown,Unknown,1587452416,BSE
JAIPAN,Jaipan Industries Limited,Unknown,Unknown,213555392,BSE
MANCREDIT,Mangal Credit and Fincorp Limited,Credit Services,Financial Services,2692984576,BSE
TRF,TRF Limited,Specialty Industrial Machinery,Industrials,5518706688,BSE
WPIL,WPIL Limited,Unknown,Unknown,4250633216,BSE
KENNAMET,Kennametal India Limited,Tools & Accessories,Industrials,66793951232,BSE
HINDHARD,Hindustan Hardy Limited,Unknown,Unknown,984107008,BSE
TRITONV,Triton Valves Limited,Unknown,Unknown,5232552448,BSE
SUDAI,Sudal Industries Limited,Unknown,Unknown,464172672,BSE
PRAKASH,Prakash Industries Limited,Steel,Basic Materials,32503382016,BSE
HVL,Unknown,Unknown,Unknown,0,BSE
ZPRBHSTE,Unknown,Unknown,Unknown,0,BSE
ARSHIYA,Arshiya Limited,Integrated Freight & Logistics,Industrials,1045999744,BSE
GRINDWELL,Grindwell Norton Limited,Building Products & Equipment,Industrials,266945921024,BSE
STANROS,Stanrose Mafatlal Investments and Finance Limited,Unknown,Unknown,348542080,BSE
GENESYS,Genesys International Corporation Limited,Software—Application,Technology,30728394752,BSE
ALNATRD,Unknown,Unknown,Unknown,0,BSE
VOLKAI,Unknown,Unknown,Unknown,0,BSE
PARNAXLAB,Parnax Lab Limited,Unknown,Unknown,1045673728,BSE
GOURMET,Unknown,Unknown,Unknown,0,BSE
VIVIDHA,Visagar Polytex Limited,Textile Manufacturing,Consumer Cyclical,310263040,BSE
ISHWATR,Unknown,Unknown,Unknown,0,BSE
TERRAFORM,Unknown,Unknown,Unknown,0,BSE
APIS,Unknown,Unknown,Unknown,0,BSE
VELOXIND,Unknown,Unknown,Unknown,0,BSE
EMERGENT,Unknown,Unknown,Unknown,0,BSE
KANANIIND,Kanani Industries Limited,Luxury Goods,Consumer Cyclical,557987776,BSE
GCKL,Unknown,Unknown,Unknown,0,BSE
ZSARVAMA,Unknown,Unknown,Unknown,0,BSE
ARIHANTSUP,Unknown,Real Estate—Development,Real Estate,17342767104,BSE
VIKSHEN,Unknown,Unknown,Unknown,0,BSE
BLISSGVS,Bliss GVS Pharma Limited,Drug Manufacturers—Specialty & Generic,Healthcare,14020953088,BSE
STYRENIX,Styrenix Performance Materials Limited,Chemicals,Basic Materials,46010961920,BSE
ALEMBICLTD,Alembic Limited,Real Estate—Development,Real Estate,36604276736,BSE
AMNPLST,Amines & Plasticizers Limited,Chemicals,Basic Materials,16511502336,BSE
ANUHPHR,Anuh Pharma Limited,Unknown,Unknown,10195286016,BSE
MODISONLTD,Modison Limited,Electrical Equipment & Parts,Industrials,6043812352,BSE
BAYERCROP,Bayer CropScience Limited,Agricultural Inputs,Basic Materials,296959410176,BSE
CHEMOPH,Chemo Pharma Laboratories Limited,Unknown,Unknown,98250000,BSE
HEUBACHIND,Heubach Colorants India Limited,Specialty Chemicals,Basic Materials,13333201920,BSE
COROMANDEL,Coromandel International Limited,Agricultural Inputs,Basic Materials,508465577984,BSE
DEEPAKNTR,Unknown,Chemicals,Basic Materials,403266338816,BSE
DMCC,DMCC Speciality Chemicals Limited,Chemicals,Basic Materials,6882165760,BSE
FERMENTA,Unknown,Unknown,Unknown,0,BSE
GOCLCORP,GOCL Corporation Limited,Specialty Chemicals,Basic Materials,21058398208,BSE
JAYCH,Jayshree Chemicals Limited,Unknown,Unknown,263645232,BSE
KANORICHEM,Kanoria Chemicals & Industries Limited,Chemicals,Basic Materials,6783384576,BSE
KELENRG,Keltech Energies Limited,Unknown,Unknown,3709799936,BSE
KEMP,Kemp and Company Limited,Unknown,Unknown,1296240000,BSE
NITTAGELA,Nitta Gelatin India Limited,Unknown,Unknown,7335053824,BSE
MPAGI,M P Agro Industries Limited,Unknown,Unknown,59025764,BSE
OCCL,Unknown,Chemicals,Basic Materials,2551468800,BSE
PCBL,PCBL Limited,Specialty Chemicals,Basic Materials,215474749440,BSE
AMAL,Amal Ltd,Unknown,Unknown,3016000000,BSE
POLYCHEM,Polychem Limited,Unknown,Unknown,1297792512,BSE
PUNJABCHEM,Punjab Chemicals and Crop Protection Limited,Chemicals,Basic Materials,15604262912,BSE
GUJCMDS,Gujchem Distillers India Limited,Unknown,Unknown,84147824,BSE
SADHNANIQ,Sadhana Nitro Chem Limited,Specialty Chemicals,Basic Materials,18025457664,BSE
SUDARSCHEM,Sudarshan Chemical Industries Limited,Specialty Chemicals,Basic Materials,78032896000,BSE
TECILCHEM,Unknown,Shell Companies,Financial Services,478643776,BSE
ULTRAMAR,Ultramarine & Pigments Limited,Unknown,Unknown,15052600320,BSE
TRANSPEK,Transpek Industry Limited,Unknown,Unknown,9472568320,BSE
UNICHEMLAB,Unichem Laboratories Limited,Drug Manufacturers—Specialty & Generic,Healthcare,47816101888,BSE
MYSORPETRO,Mysore Petro Chemicals Limited,Unknown,Unknown,1486552064,BSE
ALKYLAMINE,Alkyl Amines Chemicals Limited,Specialty Chemicals,Basic Materials,123158495232,BSE
TUTIALKA,Tuticorin Alkali Chemicals and Fertilizers Limited,Unknown,Unknown,11391666176,BSE
ASTRAZEN,AstraZeneca Pharma India Limited,Drug Manufacturers—Specialty & Generic,Healthcare,193433747456,BSE
PRIMO,Unknown,Unknown,Unknown,0,BSE
TANFACIND,Tanfac Industries Limited,Unknown,Unknown,19887656960,BSE
GUJPETR,Gujarat Petrosynthese Limited,Unknown,Unknown,401665440,BSE
GUJTHEM,Gujarat Themis Biosyn Limited,Unknown,Unknown,5358910976,BSE
SCBL,Saptak Chem and Business Limited,Unknown,Unknown,0,BSE
MAKERSL,Makers Laboratories Limited,Unknown,Unknown,733613376,BSE
CONTCHM,Continental Chemicals Limited,Unknown,Unknown,185317600,BSE
JBCHEPHARM,J. B. Chemicals & Pharmaceuticals Limited,Drug Manufacturers—Specialty & Generic,Healthcare,285063315456,BSE
IGLFXPL-B,Indo Gulf Industries Limited,Unknown,Unknown,0,BSE
APTPACK,Unknown,Unknown,Unknown,0,BSE
BLUECHIPT,Blue Chip Tex Industries Limited,Unknown,Unknown,327201536,BSE
JAGAJITIND,Jagatjit Industries Limited,Unknown,Unknown,12845324288,BSE
KESARENT,Kesar Enterprises Limited,Unknown,Unknown,1563865344,BSE
TI,Tilaknagar Industries Ltd.,Beverages—Wineries & Distilleries,Consumer Defensive,57282363392,BSE
EMERALL,Emerald Leisures Limited,Unknown,Unknown,355064736,BSE
RAVALSUGAR,The Ravalgaon Sugar Farm Limited,Unknown,Unknown,126218200,BSE
SAKHTISUG,Sakthi Sugars Limited,Confectioners,Consumer Defensive,4800310784,BSE
WALCHANNAG,Walchandnagar Industries Limited,Engineering & Construction,Industrials,16702897152,BSE
IFBAGRO,IFB Agro Industries Limited,Beverages—Wineries & Distilleries,Consumer Defensive,5300379136,BSE
KFBL,Kothari Fermentation and Biochem Limited,Unknown,Unknown,1614000000,BSE
CAPRO,Caprolactam Chemicals Limited,Unknown,Unknown,237314000,BSE
